Area	Location	Latitude	Longitude
37	04	66.50000	  4.00000
37	05	66.50000	  6.00000
37	06	66.58333	  7.83333
37	07	67.50000	  4.00000
37	08	67.50000	  6.00000
37	09	67.50000	  8.00000
37	10	68.50000	  4.00000
37	11	68.50000	  6.00000
37	12	68.50000	  8.00000
37	13	68.58333	  9.83333
37	14	69.50000	  4.00000
37	15	69.50000	  6.00000
37	16	69.50000	  8.00000
37	17	69.50000	 10.00000
37	18	69.58333	 11.83333
37	19	70.50000	  4.00000
37	20	70.50000	  6.00000
37	21	70.50000	  8.00000
37	22	70.50000	 10.00000
37	23	70.50000	 12.00000
37	24	70.58333	 13.83333
37		68.49444	  7.01111
38	01	71.25000	-10.50000
38	02	71.25000	 -9.50000
38	03	71.25000	 -8.50000
38	04	71.25000	 -7.50000
38	05	71.25000	 -6.50000
38	06	71.25000	 -5.50000
38	07	71.50000	 -4.00000
38	08	71.50000	 -2.00000
38	09	71.50000	  0.00000
38	10	71.50000	  2.00000
38	11	71.75000	-10.50000
38	12	71.75000	 -9.50000
38	13	71.75000	 -8.50000
38	14	71.75000	 -7.50000
38	15	71.75000	 -6.50000
38	16	71.75000	 -5.50000
38	17	72.50000	-10.00000
38	18	72.50000	 -8.00000
38	19	72.50000	 -6.00000
38	20	72.50000	 -4.00000
38	21	72.50000	 -2.00000
38	22	72.50000	  0.00000
38	23	72.50000	  2.00000
38	24	73.25000	-10.00000
38	25	73.25000	 -8.00000
38	26	73.25000	 -6.00000
38	27	73.25000	 -4.00000
38	28	73.25000	 -2.00000
38	29	73.25000	  0.00000
38	30	73.25000	  2.00000
38		72.25000	 -4.00000
39	01	71.50000	  4.00000
39	02	71.50000	  6.00000
39	03	71.50000	  8.00000
39	04	71.50000	 10.00000
39	05	71.50000	 12.00000
39	06	71.50000	 14.00000
39	07	72.50000	  4.00000
39	08	72.50000	  6.00000
39	09	72.50000	  8.00000
39	10	72.50000	 10.00000
39	11	72.50000	 12.00000
39	12	72.50000	 14.00000
39	13	73.25000	  4.00000
39	14	73.25000	  6.00000
39	15	73.25000	  8.00000
39	16	73.25000	 10.00000
39	17	73.25000	 12.00000
39	18	73.25000	 14.00000
39		72.25000	  9.00000
40	01	51.25000	  1.50000
40	02	51.25000	  2.50000
40	03	51.75000	  1.50000
40	04	51.75000	  2.50000
40	05	51.75000	  3.50000
40	06	52.25000	  2.50000
40	07	52.25000	  3.50000
40	08	52.75000	  2.50000
40	09	52.75000	  3.50000
40	10	52.75000	  4.50000
40	11	53.25000	  0.50000
40	12	53.25000	  1.50000
40	13	53.25000	  2.50000
40	14	53.25000	  3.50000
40	15	53.25000	  4.50000
40	16	52.98929	  5.42384
40	17	53.25000	  6.70833
40	18	52.25000	  4.50000
40	19	51.75000	  4.50000
40	20	51.25000	  3.66667
40	21	51.25000	  0.50000
40	22	51.75000	  0.50000
40	23	52.25000	  1.50000
40	24	52.75000	  1.50000
40	25	52.75000	  0.50000
40		52.38060	  2.95185
41	01	53.75000	  0.50000
41	02	53.75000	  1.50000
41	03	53.75000	  2.50000
41	04	53.75000	  3.50000
41	05	53.75000	  4.50000
41	06	53.75000	  5.50000
41	07	53.75000	  6.50000
41	08	53.75000	  7.50000
41	09	53.75000	  9.00000
41	10	54.25000	  0.50000
41	11	54.25000	  1.50000
41	12	54.25000	  2.50000
41	13	54.25000	  3.50000
41	14	54.25000	  4.50000
41	15	54.25000	  5.50000
41	16	54.25000	  6.50000
41	17	54.25000	  7.50000
41	18	54.25000	  8.50000
41	19	54.75000	 -0.50000
41	20	54.75000	  0.50000
41	21	54.75000	  1.50000
41	22	54.75000	  2.50000
41	23	54.75000	  3.50000
41	24	54.75000	  4.50000
41	25	54.75000	  5.50000
41	26	54.75000	  6.50000
41	27	54.75000	  7.50000
41	28	55.25000	 -0.50000
41	29	55.25000	  0.50000
41	30	55.25000	  1.50000
41	31	55.25000	  2.50000
41	32	55.25000	  3.50000
41	33	55.25000	  4.50000
41	34	55.25000	  5.50000
41	35	55.25000	  6.50000
41	36	55.25000	  7.50000
41	37	55.75000	 -1.50000
41	38	55.75000	 -0.50000
41	39	55.75000	  0.50000
41	40	55.75000	  1.50000
41	41	55.75000	  2.50000
41	42	55.75000	  3.50000
41	43	55.75000	  4.50000
41	44	55.75000	  5.50000
41	45	55.75000	  6.50000
41	46	55.75000	  7.50000
41	47	56.25000	 -2.50000
41	48	56.25000	 -1.50000
41	49	56.25000	 -0.50000
41	50	56.25000	  0.50000
41	51	56.25000	  1.50000
41	52	56.25000	  2.50000
41	53	56.25000	  3.50000
41	54	56.25000	  4.50000
41	55	56.25000	  5.50000
41	56	56.25000	  6.50000
41	57	56.25000	  7.50000
41	58	56.75000	 -1.50000
41	59	56.75000	 -0.50000
41	60	56.75000	  0.50000
41	61	56.75000	  1.50000
41	62	56.75000	  2.50000
41	63	56.75000	  3.50000
41	64	56.75000	  4.50000
41	65	56.75000	  5.50000
41	66	56.75000	  6.50000
41	67	56.75000	  7.50000
41	68	57.25000	 -1.50000
41	69	57.25000	 -0.50000
41	70	57.25000	  0.50000
41	71	57.25000	  1.50000
41	72	57.25000	  2.50000
41	73	57.25000	  3.50000
41	74	57.25000	  4.50000
41	75	57.25000	  5.50000
41	76	57.25000	  6.50000
41	78	56.75000	  8.50000
41	79	56.25000	  8.50000
41	80	55.75000	  8.50000
41	81	55.25000	  8.50000
41	82	54.75000	  8.50000
41	84	53.75000	 -0.50000
41	85	54.25000	 -0.50000
41	86	54.75000	 -1.50000
41	87	55.25000	 -1.50000
41	88	55.75000	 -2.50000
41	89	56.25000	 -3.50000
41	90	56.75000	 -2.50000
41	91	57.25000	 -2.50000
41	92	57.14948	  8.26650
41	93	57.24889	  7.49777
41		55.55289	  3.29954
42	01	57.73761	 -3.82787
42	02	57.82500	 -2.50000
42	03	57.75000	 -1.50000
42	04	57.75000	 -0.50000
42	05	57.75000	  0.50000
42	06	57.75000	  1.50000
42	09	58.18627	 -3.33856
42	10	58.25000	 -2.50000
42	11	58.25000	 -1.50000
42	12	58.25000	 -0.50000
42	13	58.25000	  0.50000
42	14	58.25000	  1.50000
42	19	58.75000	 -3.50000
42	20	58.75000	 -2.50000
42	21	58.75000	 -1.50000
42	22	58.75000	 -0.50000
42	23	58.75000	  0.50000
42	24	58.75000	  1.50000
42	29	59.25000	 -3.50000
42	30	59.25000	 -2.50000
42	31	59.25000	 -1.50000
42	32	59.25000	 -0.50000
42	33	59.25000	  0.50000
42	34	59.25000	  1.50000
42	39	59.75000	 -3.50000
42	40	59.75000	 -2.50000
42	41	59.75000	 -1.50000
42	42	59.75000	 -0.50000
42	43	59.75000	  0.50000
42	44	59.75000	  1.50000
42	49	60.25000	 -3.50000
42	50	60.25000	 -2.50000
42	51	60.25000	 -1.50000
42	52	60.25000	 -0.50000
42	53	60.25000	  0.50000
42	54	60.25000	  1.50000
42	59	60.75000	 -3.50000
42	60	60.75000	 -2.50000
42	61	60.75000	 -1.50000
42	62	60.75000	 -0.50000
42	63	60.75000	  0.50000
42	64	60.75000	  1.50000
42	69	61.25000	 -3.50000
42	70	61.25000	 -2.50000
42	71	61.25000	 -1.50000
42	72	61.25000	 -0.50000
42	73	61.25000	  0.50000
42	74	61.25000	  1.50000
42	79	61.75000	 -3.50000
42	80	61.75000	 -2.50000
42	81	61.75000	 -1.50000
42	82	61.75000	 -0.50000
42	83	61.75000	  0.50000
42	84	61.75000	  1.50000
42		59.75367	 -1.00349
43	01	54.75000	-11.50000
43	02	54.75000	-10.50000
43	03	54.75000	 -9.50000
43	04	54.75000	 -8.50000
43	05	55.25000	-11.50000
43	06	55.25000	-10.50000
43	07	55.25000	 -9.50000
43	08	55.25000	 -8.50000
43	09	55.25000	 -7.50000
43	10	55.25000	 -6.50000
43	11	55.25000	 -5.50000
43	12	55.25000	 -4.50000
43	13	55.75000	-11.50000
43	14	55.75000	-10.50000
43	15	55.75000	 -9.50000
43	16	55.75000	 -8.50000
43	17	55.75000	 -7.50000
43	18	55.75000	 -6.50000
43	19	55.75000	 -5.50000
43	20	55.75000	 -4.50000
43	21	56.25000	-11.50000
43	22	56.25000	-10.50000
43	23	56.25000	 -9.50000
43	24	56.25000	 -8.50000
43	25	56.25000	 -7.50000
43	26	56.25000	 -6.50000
43	27	56.25000	 -5.50000
43	28	56.25000	 -4.50000
43	29	56.75000	-11.50000
43	30	56.75000	-10.50000
43	31	56.75000	 -9.50000
43	32	56.75000	 -8.50000
43	33	56.75000	 -7.50000
43	34	56.75000	 -6.50000
43	35	56.75000	 -5.50000
43	37	57.25000	-11.50000
43	38	57.25000	-10.50000
43	39	57.25000	 -9.50000
43	40	57.25000	 -8.50000
43	41	57.25000	 -7.50000
43	42	57.25000	 -6.50000
43	43	57.25000	 -5.50000
43	44	57.75000	-11.50000
43	45	57.75000	-10.50000
43	46	57.75000	 -9.50000
43	47	57.75000	 -8.50000
43	48	57.75000	 -7.50000
43	49	57.75000	 -6.50000
43	50	57.75000	 -5.50000
43	51	58.25000	-11.50000
43	52	58.25000	-10.50000
43	53	58.25000	 -9.50000
43	54	58.25000	 -8.50000
43	55	58.25000	 -7.50000
43	56	58.25000	 -6.50000
43	57	58.25000	 -5.50000
43	59	58.75000	-11.50000
43	60	58.75000	-10.50000
43	61	58.75000	 -9.50000
43	62	58.75000	 -8.50000
43	63	58.75000	 -7.50000
43	64	58.75000	 -6.50000
43	65	58.75000	 -5.50000
43	66	58.75000	 -4.50000
43	67	59.25000	-11.50000
43	68	59.25000	-10.50000
43	69	59.25000	 -9.50000
43	70	59.25000	 -8.50000
43	71	59.25000	 -7.50000
43	72	59.25000	 -6.50000
43	73	59.25000	 -5.50000
43	74	59.25000	 -4.50000
43	75	59.75000	-11.50000
43	76	59.75000	-10.50000
43	77	59.75000	 -9.50000
43	78	59.75000	 -8.50000
43	79	59.75000	 -7.50000
43	80	59.75000	 -6.50000
43	81	59.75000	 -5.50000
43	82	59.75000	 -4.50000
43	83	60.25000	 -4.50000
43		57.39815	 -8.22840
44	01	52.25000	 -7.50000
44	02	52.25000	 -6.50000
44	03	52.25000	 -5.50000
44	04	52.25000	 -4.50000
44	05	52.75000	 -6.25000
44	06	52.75000	 -5.50000
44	07	52.75000	 -4.50000
44	08	53.25000	 -6.25000
44	09	53.25000	 -5.50000
44	10	53.25000	 -4.50000
44	11	53.25000	 -3.50000
44	12	53.25000	 -2.75000
44	13	53.75000	 -6.25000
44	14	53.75000	 -5.50000
44	15	53.75000	 -4.50000
44	16	53.75000	 -3.50000
44	17	53.75000	 -2.75000
44	18	54.25000	 -6.25000
44	19	54.25000	 -5.50000
44	20	54.25000	 -4.50000
44	21	54.25000	 -3.50000
44	22	54.25000	 -2.75000
44	23	54.75000	 -5.50000
44	24	54.75000	 -4.50000
44	25	54.75000	 -3.50000
44		53.49419	 -4.86628
45	01	50.25000	 -6.50000
45	02	50.29992	 -5.56699
45	03	50.75000	 -5.50000
45	04	50.80952	 -4.65873
45	05	51.25000	 -4.50000
45	06	51.39465	 -3.25584
45	07	51.75000	 -4.50000
45	08	51.58333	 -3.50000
45		50.99075	 -4.85429
46	06	49.25000	 -4.50000
46	07	49.25000	 -3.50000
46	08	49.25000	 -2.50000
46	09	49.25000	 -1.50000
46	10	49.25000	 -0.50000
46	11	49.25000	  0.50000
46	12	49.75000	 -6.50000
46	13	49.75000	 -5.50000
46	14	49.75000	 -4.50000
46	15	49.75000	 -3.50000
46	16	49.75000	 -2.50000
46	17	49.75000	 -1.50000
46	18	49.75000	 -0.50000
46	19	49.75000	  0.50000
46	20	49.75000	  1.50000
46	22	50.17017	 -4.65301
46	23	50.25000	 -3.50000
46	24	50.25000	 -2.50000
46	25	50.25000	 -1.50000
46	26	50.25000	 -0.50000
46	27	50.25000	  0.50000
46	28	50.25000	  1.50000
46	29	50.75000	 -3.50000
46	30	50.75000	 -2.50000
46	31	50.75000	 -1.50000
46	32	50.75000	 -0.50000
46	33	50.75000	  0.50000
46	34	50.75000	  1.50000
46		49.97925	 -1.82633
47	01	54.75000	-17.50000
47	02	54.75000	-16.50000
47	03	54.75000	-15.50000
47	04	54.75000	-14.50000
47	05	54.75000	-13.50000
47	06	54.75000	-12.50000
47	07	55.25000	-17.50000
47	08	55.25000	-16.50000
47	09	55.25000	-15.50000
47	10	55.25000	-14.50000
47	11	55.25000	-13.50000
47	12	55.25000	-12.50000
47	13	55.75000	-17.50000
47	14	55.75000	-16.50000
47	15	55.75000	-15.50000
47	16	55.75000	-14.50000
47	17	55.75000	-13.50000
47	18	55.75000	-12.50000
47	19	56.25000	-17.50000
47	20	56.25000	-16.50000
47	21	56.25000	-15.50000
47	22	56.25000	-14.50000
47	23	56.25000	-13.50000
47	24	56.25000	-12.50000
47	25	56.75000	-17.50000
47	26	56.75000	-16.50000
47	27	56.75000	-15.50000
47	28	56.75000	-14.50000
47	29	56.75000	-13.50000
47	30	56.75000	-12.50000
47	31	57.25000	-17.50000
47	32	57.25000	-16.50000
47	33	57.25000	-15.50000
47	34	57.25000	-14.50000
47	35	57.25000	-13.50000
47	36	57.25000	-12.50000
47	37	57.75000	-17.50000
47	38	57.75000	-16.50000
47	39	57.75000	-15.50000
47	40	57.75000	-14.50000
47	41	57.75000	-13.50000
47	42	57.75000	-12.50000
47	43	58.25000	-17.50000
47	44	58.25000	-16.50000
47	45	58.25000	-15.50000
47	46	58.25000	-14.50000
47	47	58.25000	-13.50000
47	48	58.25000	-12.50000
47	49	58.75000	-17.50000
47	50	58.75000	-16.50000
47	51	58.75000	-15.50000
47	52	58.75000	-14.50000
47	53	58.75000	-13.50000
47	54	58.75000	-12.50000
47	55	59.25000	-17.50000
47	56	59.25000	-16.50000
47	57	59.25000	-15.50000
47	58	59.25000	-14.50000
47	59	59.25000	-13.50000
47	60	59.25000	-12.50000
47	61	59.75000	-17.50000
47	62	59.75000	-16.50000
47	63	59.75000	-15.50000
47	64	59.75000	-14.50000
47	65	59.75000	-13.50000
47	66	59.75000	-12.50000
47		57.25000	-15.00000
48	01	52.75000	-17.50000
48	02	52.75000	-16.50000
48	03	52.75000	-15.50000
48	04	52.75000	-14.50000
48	05	52.75000	-13.50000
48	06	52.75000	-12.50000
48	07	52.75000	-11.50000
48	08	52.75000	-10.50000
48	09	52.92941	 -9.33333
48	10	53.25000	-17.50000
48	11	53.25000	-16.50000
48	12	53.25000	-15.50000
48	13	53.25000	-14.50000
48	14	53.25000	-13.50000
48	15	53.25000	-12.50000
48	16	53.25000	-11.50000
48	17	53.25000	-10.50000
48	18	53.75000	-17.50000
48	19	53.75000	-16.50000
48	20	53.75000	-15.50000
48	21	53.75000	-14.50000
48	22	53.75000	-13.50000
48	23	53.75000	-12.50000
48	24	53.75000	-11.50000
48	25	53.75000	-10.50000
48	26	54.25000	-17.50000
48	27	54.25000	-16.50000
48	28	54.25000	-15.50000
48	29	54.25000	-14.50000
48	30	54.25000	-13.50000
48	31	54.25000	-12.50000
48	32	54.25000	-11.50000
48	33	54.25000	-10.50000
48	34	54.25000	 -9.50000
48	44	54.25000	 -8.50000
48		53.50346	-13.41665
49	01	48.50000	-17.00000
49	02	48.50000	-15.00000
49	03	48.50000	-13.00000
49	04	48.25000	-11.50000
49	05	48.25000	-10.50000
49	06	48.25000	 -9.50000
49	07	48.25000	 -8.50000
49	08	48.25000	 -7.50000
49	09	48.25000	 -6.50000
49	10	48.25000	 -5.50000
49	11	48.75000	-11.50000
49	12	48.75000	-10.50000
49	13	48.75000	 -9.50000
49	14	48.75000	 -8.50000
49	15	48.75000	 -7.50000
49	16	48.75000	 -6.50000
49	17	48.75000	 -5.50000
49	18	49.25000	-17.50000
49	19	49.25000	-16.50000
49	20	49.25000	-15.50000
49	21	49.25000	-14.50000
49	22	49.25000	-13.50000
49	23	49.25000	-12.50000
49	24	49.25000	-11.50000
49	25	49.25000	-10.50000
49	26	49.25000	 -9.50000
49	27	49.25000	 -8.50000
49	28	49.25000	 -7.50000
49	29	49.25000	 -6.50000
49	30	49.25000	 -5.50000
49	31	49.75000	-17.50000
49	32	49.75000	-16.50000
49	33	49.75000	-15.50000
49	34	49.75000	-14.50000
49	35	49.75000	-13.50000
49	36	49.75000	-12.50000
49	37	49.75000	-11.50000
49	38	49.75000	-10.50000
49	39	49.75000	 -9.50000
49	40	49.75000	 -8.50000
49	41	49.75000	 -7.50000
49	42	50.25000	-17.50000
49	43	50.25000	-16.50000
49	44	50.25000	-15.50000
49	45	50.25000	-14.50000
49	46	50.25000	-13.50000
49	47	50.25000	-12.50000
49	48	50.25000	-11.50000
49	49	50.25000	-10.50000
49	50	50.25000	 -9.50000
49	51	50.25000	 -8.50000
49	52	50.25000	 -7.50000
49	53	50.75000	-17.50000
49	54	50.75000	-16.50000
49	55	50.75000	-15.50000
49	56	50.75000	-14.50000
49	57	50.75000	-13.50000
49	58	50.75000	-12.50000
49	59	50.75000	-11.50000
49	60	50.75000	-10.50000
49	61	50.75000	 -9.50000
49	62	50.75000	 -8.50000
49	63	50.75000	 -7.50000
49	64	50.75000	 -6.50000
49	65	51.25000	-17.50000
49	66	51.25000	-16.50000
49	67	51.25000	-15.50000
49	68	51.25000	-14.50000
49	69	51.25000	-13.50000
49	70	51.25000	-12.50000
49	71	51.25000	-11.50000
49	72	51.25000	-10.50000
49	73	51.25000	 -9.50000
49	74	51.25000	 -8.50000
49	75	51.25000	 -7.50000
49	76	51.25000	 -6.50000
49	77	51.25000	 -5.50000
49	78	51.75000	-17.50000
49	79	51.75000	-16.50000
49	80	51.75000	-15.50000
49	81	51.75000	-14.50000
49	82	51.75000	-13.50000
49	83	51.75000	-12.50000
49	84	51.75000	-11.50000
49	85	51.75000	-10.50000
49	86	51.75000	 -9.50000
49	87	51.75000	 -8.50000
49	88	51.75000	 -7.50000
49	89	51.75000	 -6.50000
49	90	51.75000	 -5.50000
49	91	52.25000	-17.50000
49	92	52.25000	-16.50000
49	93	52.25000	-15.50000
49	94	52.25000	-14.50000
49	95	52.25000	-13.50000
49	96	52.25000	-12.50000
49	97	52.25000	-11.50000
49	98	52.25000	-10.50000
49	99	52.25000	 -9.50000
49		50.18056	-11.92593
50	01	63.25000	-10.50000
50	02	63.25000	 -9.50000
50	03	63.25000	 -8.50000
50	04	63.25000	 -7.50000
50	05	63.75000	-10.50000
50	06	63.75000	 -9.50000
50	07	63.75000	 -8.50000
50	08	63.75000	 -7.50000
50	09	64.25000	-10.50000
50	10	64.25000	 -9.50000
50	11	64.25000	 -8.50000
50	12	64.25000	 -7.50000
50	13	64.75000	-10.50000
50	14	64.75000	 -9.50000
50	15	64.75000	 -8.50000
50	16	64.75000	 -7.50000
50	17	65.25000	-10.50000
50	18	65.25000	 -9.50000
50	19	65.25000	 -8.50000
50	20	65.25000	 -7.50000
50	21	65.75000	-10.50000
50	22	65.75000	 -9.50000
50	23	65.75000	 -8.50000
50	24	65.75000	 -7.50000
50	25	66.25000	-10.50000
50	26	66.25000	 -9.50000
50	27	66.25000	 -8.50000
50	28	66.25000	 -7.50000
50	29	66.75000	-10.50000
50	30	66.75000	 -9.50000
50	31	66.75000	 -8.50000
50	32	66.75000	 -7.50000
50	33	67.25000	-10.50000
50	34	67.25000	 -9.50000
50	35	67.25000	 -8.50000
50	36	67.25000	 -7.50000
50	37	67.75000	-10.50000
50	38	67.75000	 -9.50000
50	39	67.75000	 -8.50000
50	40	67.75000	 -7.50000
50		65.50000	 -9.00000
51	01	62.25000	-18.50000
51	02	62.25000	-17.50000
51	03	62.25000	-16.50000
51	04	62.25000	-15.50000
51	05	62.75000	-18.50000
51	06	62.75000	-17.50000
51	07	62.75000	-16.50000
51	08	62.75000	-15.50000
51	09	63.25000	-18.50000
51	10	63.25000	-17.50000
51	11	63.25000	-16.50000
51	12	63.25000	-15.50000
51	13	63.25000	-14.50000
51	14	63.25000	-13.50000
51	15	63.25000	-12.50000
51	16	63.25000	-11.50000
51	17	63.75000	-18.50000
51	18	63.75000	-17.50000
51	19	63.75000	-16.50000
51	20	63.75000	-15.50000
51	21	63.75000	-14.50000
51	22	63.75000	-13.50000
51	23	63.75000	-12.50000
51	24	63.75000	-11.50000
51	25	64.24042	-15.52900
51	26	64.25000	-14.50000
51	27	64.25000	-13.50000
51	28	64.25000	-12.50000
51	29	64.25000	-11.50000
51		63.35461	-15.29450
52	01	62.25000	-26.50000
52	02	62.25000	-25.50000
52	03	62.25000	-24.50000
52	04	62.25000	-23.50000
52	05	62.25000	-22.50000
52	06	62.25000	-21.50000
52	07	62.25000	-20.50000
52	08	62.25000	-19.50000
52	09	62.75000	-26.50000
52	10	62.75000	-25.50000
52	11	62.75000	-24.50000
52	12	62.75000	-23.50000
52	13	62.75000	-22.50000
52	14	62.75000	-21.50000
52	15	62.75000	-20.50000
52	16	62.75000	-19.50000
52	17	63.25000	-26.50000
52	18	63.25000	-25.50000
52	19	63.25000	-24.50000
52	20	63.25000	-23.50000
52	21	63.25000	-22.50000
52	22	63.25000	-21.50000
52	23	63.25000	-20.50000
52	24	63.25000	-19.50000
52	25	63.75000	-26.50000
52	26	63.75000	-25.50000
52	27	63.75000	-24.50000
52	28	63.75000	-23.50000
52	29	63.75000	-22.50000
52	30	63.75000	-21.50000
52	31	63.75000	-20.50000
52	32	64.25000	-26.50000
52	33	64.25000	-25.50000
52	34	64.25000	-24.50000
52	35	64.25000	-23.50000
52	36	64.28234	-22.26941
52	38	64.75000	-26.50000
52	39	64.75000	-25.50000
52	40	64.75000	-24.50000
52	41	64.75000	-23.50000
52	42	64.75000	-22.50000
52		63.35871	-23.43255
53	01	65.25000	-26.50000
53	02	65.25000	-25.50000
53	03	65.25000	-24.50000
53	04	65.29264	-22.78670
53	05	65.75000	-26.50000
53	06	65.75000	-25.50000
53	07	65.75000	-24.00000
53	08	66.25000	-26.50000
53	09	66.25000	-25.50000
53	10	66.25000	-24.50000
53	11	66.25000	-23.50000
53	12	66.75000	-26.50000
53	13	66.75000	-25.50000
53	14	66.75000	-24.50000
53	15	66.75000	-23.50000
53	16	67.25000	-26.50000
53	17	67.25000	-25.50000
53	18	67.25000	-24.50000
53	19	67.25000	-23.50000
53	20	67.75000	-26.50000
53	21	67.75000	-25.50000
53	22	67.75000	-24.50000
53	23	67.75000	-23.50000
53		66.42263	-24.82734
54	01	65.66543	-20.92244
54	02	66.12500	-22.50000
54	03	66.25000	-21.50000
54	04	66.25000	-20.50000
54	05	66.75000	-22.50000
54	06	66.75000	-21.50000
54	07	66.75000	-20.50000
54	08	67.25000	-22.50000
54	09	67.25000	-21.50000
54	10	67.25000	-20.50000
54	11	67.75000	-22.50000
54	12	67.75000	-21.50000
54	13	67.75000	-20.50000
54		66.74286	-21.43841
55	01	66.08333	-19.50000
55	02	66.05000	-18.50000
55	03	66.22500	-17.50000
55	04	66.75000	-19.50000
55	05	66.75000	-18.50000
55	06	66.75000	-17.50000
55	07	67.25000	-19.50000
55	08	67.25000	-18.50000
55	09	67.25000	-17.50000
55	10	67.75000	-19.50000
55	11	67.75000	-18.50000
55	12	67.75000	-17.50000
55		66.86435	-18.54177
56	01	66.25000	-16.50000
56	02	66.26667	-15.54321
56	03	66.75000	-16.50000
56	04	66.75000	-15.50000
56	05	66.75000	-14.50000
56	06	66.75000	-13.50000
56	07	66.75000	-12.50000
56	08	66.75000	-11.50000
56	09	67.25000	-16.50000
56	10	67.25000	-15.50000
56	11	67.25000	-14.50000
56	12	67.25000	-13.50000
56	13	67.25000	-12.50000
56	14	67.25000	-11.50000
56	15	67.75000	-16.50000
56	16	67.75000	-15.50000
56	17	67.75000	-14.50000
56	18	67.75000	-13.50000
56	19	67.75000	-12.50000
56	20	67.75000	-11.50000
56		67.15528	-14.19542
57	01	60.25000	-14.50000
57	02	60.25000	-13.50000
57	03	60.25000	-12.50000
57	04	60.25000	-11.50000
57	05	60.25000	-10.50000
57	06	60.25000	 -7.50000
57	07	60.75000	-14.50000
57	08	60.75000	-13.50000
57	09	60.75000	-12.50000
57	10	60.75000	-11.50000
57	11	60.75000	-10.50000
57	12	60.75000	 -7.50000
57	13	61.25000	-14.50000
57	14	61.25000	-13.50000
57	15	61.25000	-12.50000
57	16	61.25000	-11.50000
57	17	61.25000	-10.50000
57	18	61.25000	 -7.50000
57	19	61.75000	-14.50000
57	20	61.75000	-13.50000
57	21	61.75000	-12.50000
57	22	61.75000	-11.50000
57	23	61.75000	-10.50000
57	24	61.75000	 -9.50000
57	25	61.75000	 -8.50000
57	26	61.75000	 -7.50000
57	27	62.25000	-14.50000
57	28	62.25000	-13.50000
57	29	62.25000	-12.50000
57	30	62.25000	-11.50000
57	31	62.25000	-10.50000
57	32	62.25000	 -9.50000
57	33	62.25000	 -8.50000
57	34	62.25000	 -7.50000
57	35	62.75000	-14.50000
57	36	62.75000	-13.50000
57	37	62.75000	-12.50000
57	38	62.75000	-11.50000
57	39	62.75000	-10.50000
57	40	62.75000	 -9.50000
57	41	62.75000	 -8.50000
57	42	62.75000	 -7.50000
57		61.60714	-11.28571
58	01	60.25000	 -9.50000
58	02	60.25000	 -8.50000
58	03	60.75000	 -9.50000
58	04	60.75000	 -8.50000
58	05	61.25000	 -9.50000
58	06	61.25000	 -8.50000
58		60.75000	 -9.00000
59	01	64.75000	-14.50000
59	02	64.75000	-13.50000
59	03	64.75000	-12.50000
59	04	64.75000	-11.50000
59	05	65.25000	-13.50000
59	06	65.25000	-12.50000
59	07	65.25000	-11.50000
59	08	65.75000	-14.50000
59	09	65.75000	-13.50000
59	10	65.75000	-12.50000
59	11	65.75000	-11.50000
59	12	66.23636	-14.55556
59	13	66.25000	-13.50000
59	14	66.25000	-12.50000
59	15	66.25000	-11.50000
59		65.52053	-12.91464
60	01	59.25000	-43.50000
60	02	59.25000	-42.50000
60	03	59.25000	-41.50000
60	04	59.25000	-40.50000
60	05	59.25000	-39.50000
60	06	59.25000	-38.50000
60	07	59.25000	-37.50000
60	08	59.25000	-36.50000
60	09	59.25000	-35.50000
60	10	59.25000	-34.50000
60	11	59.25000	-33.50000
60	12	59.50000	-32.00000
60	13	59.50000	-30.00000
60	14	59.50000	-28.00000
60	15	59.75000	-43.00000
60	16	59.75000	-41.50000
60	17	59.75000	-40.50000
60	18	59.75000	-39.50000
60	19	59.75000	-38.50000
60	20	59.75000	-37.50000
60	21	59.75000	-36.50000
60	22	59.75000	-35.50000
60	23	59.75000	-34.50000
60	24	59.75000	-33.50000
60	25	60.25000	-42.25000
60	26	60.25000	-40.50000
60	27	60.25000	-39.50000
60	28	60.25000	-38.50000
60	29	60.25000	-37.50000
60	30	60.25000	-36.50000
60	31	60.25000	-35.50000
60	32	60.25000	-34.50000
60	33	60.25000	-33.50000
60	34	60.50000	-32.00000
60	35	60.50000	-30.00000
60	36	60.50000	-28.00000
60	37	60.75000	-42.25000
60	38	60.75000	-40.50000
60	39	60.75000	-39.50000
60	40	60.75000	-38.50000
60	41	60.75000	-37.50000
60	42	60.75000	-36.50000
60	43	60.75000	-35.50000
60	44	60.75000	-34.50000
60	45	60.75000	-33.50000
60	46	61.25000	-42.25000
60	47	61.25000	-40.50000
60	48	61.25000	-39.50000
60	49	61.25000	-38.50000
60	50	61.25000	-37.50000
60	51	61.25000	-36.50000
60	52	61.25000	-35.50000
60	53	61.25000	-34.50000
60	54	61.25000	-33.50000
60	55	61.25000	-32.50000
60	56	61.25000	-31.50000
60	57	61.50000	-30.00000
60	58	61.50000	-28.00000
60	59	61.75000	-42.25000
60	60	61.75000	-40.50000
60	61	61.75000	-39.50000
60	62	61.75000	-38.50000
60	63	61.75000	-37.50000
60	64	61.75000	-36.50000
60	65	61.75000	-35.50000
60	66	61.75000	-34.50000
60	67	61.75000	-33.50000
60	68	61.75000	-32.50000
60	69	61.75000	-31.50000
60	70	62.25000	-42.25000
60	71	62.25000	-40.50000
